ein,name,city,zip,county,county_state,lat,lon,ruling_year,ntee,ntee_major,ntee_major_name,subsector,subsector_name,ntee_code_definition,subsection_code,foundation_code,revenue,income,assets,state
82-0708144,Liberty Creek Elementary Parent Teacher Organization,Liberty Lake,99019,Spokane County,"Spokane County, WA",47.6648627836565,-117.088193766028,2025.0,B94,B,Education,EDU,Education,Parent/Teacher Group,3,16,0.0,0.0,0.0,WA
82-0750458,Tlc Kingdom Ministries,Colbert,99005,Spokane County,"Spokane County, WA",47.820654,-117.405803426374,2017.0,X20,X,Religion-Related,REL,Religion,Christianity,3,15,0.0,0.0,0.0,WA
82-0805377,Passtopassorg,Spokane,99224,Spokane County,"Spokane County, WA",47.571993,-117.4624695,2017.0,E86,E,Health Care,HEL,Health,"Patient Services - Entertainment, Recreation",3,15,68211.0,68211.0,131710.0,WA
82-0840383,Washington Childcare Centers Association Foundation,Spokane,99207,Spokane County,"Spokane County, WA",47.704959,-117.4106025,2017.0,W12,W,Public & Societal Benefit,PSB,Public & Societal Benefit,Fund Raising and Fund Distribution,3,15,0.0,0.0,0.0,WA
82-0900565,First Congregational Church Of The Old Religion,Reardan,99029,Spokane County,"Spokane County, WA",47.6432411725525,-117.712005912711,2018.0,X20,X,Religion-Related,REL,Religion,Christianity,3,10,,,,WA
82-0955886,Holistic Native,Spokane,99208,Spokane County,"Spokane County, WA",47.73015,-117.4092975,2020.0,S99,S,Community Improvement,PSB,Public & Societal Benefit,"Community Improvement, Capacity Building N.E.C.",3,16,0.0,0.0,0.0,WA
82-0959504,Washington State University,Colville,99114,Stevens County,"Stevens County, WA",48.5366182714237,-117.905676833226,2014.0,O52,O,Youth Development,HMS,Human Services,Youth Development - Agricultural,3,15,0.0,0.0,0.0,WA
82-0976732,Harrington Area Chamber Of Commerce,Harrington,99134,Lincoln County,"Lincoln County, WA",47.460879,-118.28682,2017.0,S20,S,Community Improvement,PSB,Public & Societal Benefit,"Community, Neighborhood Development",3,15,0.0,0.0,0.0,WA
82-1042477,Ethiopian Orthodox Tewahedo Saint Marry Church,Spokane,99223,Spokane County,"Spokane County, WA",47.630322,-117.347778,2017.0,X20,X,Religion-Related,REL,Religion,Christianity,3,10,,,,WA
82-1069500,One Step Beyond Ministry,Newport,99156,Pend Oreille County,"Pend Oreille County, WA",48.1459899422358,-117.164881508743,2018.0,F22,F,Mental Health & Crisis Intervention,HEL,Health,"Alcohol, Drug Abuse, Treatment Only",3,15,43682.0,43682.0,2490.0,WA
82-1099518,Saturate The Sound,Valleyford,99036,Spokane County,"Spokane County, WA",47.539296,-117.255474,2020.0,X99,X,Religion-Related,REL,Religion,Religion Related N.E.C.,3,16,82129.0,82129.0,20991.0,WA
82-1099925,We Do That,Spokane,99202,Spokane County,"Spokane County, WA",47.658402,-117.37566,2025.0,B60,B,Education,EDU,Education,"Adult, Continuing Education",3,15,0.0,0.0,0.0,WA
82-1107206,Newport Little Guys Wrestling,Newport,99156,Pend Oreille County,"Pend Oreille County, WA",48.15954,-117.165438,2017.0,N70,N,Recreation & Sports,HMS,Human Services,Amateur Sports Competitions,3,16,0.0,0.0,0.0,WA
82-1147598,Kenzie Mott House Of Twine Foundation,Liberty Lake,99019,Spokane County,"Spokane County, WA",47.6672494385422,-117.079921435744,2018.0,M40,M,Public Safety & Disaster Relief,HMS,Human Services,Safety Education,3,16,19271.0,19271.0,3614.0,WA
82-1175257,Renner Arts And Education Development Center,Clayton,99110,Stevens County,"Stevens County, WA",48.006828,-117.559872,2017.0,P20,P,Human Services,HMS,Human Services,Human Service Organizations,3,15,0.0,0.0,0.0,WA
82-1185878,Northeast Washington Wolf-Cattle Collaborative,Chewelah,99109,Stevens County,"Stevens County, WA",48.2847673632929,-117.730982095476,2018.0,K20,K,"Food, Agriculture & Nutrition",HMS,Human Services,Agricultural Programs,3,15,210989.0,210989.0,535.0,WA
82-1240181,Inland Northwest Farmers Market Association,Spokane,99218,Spokane County,"Spokane County, WA",47.7690190013563,-117.418923786283,2017.0,K30,K,"Food, Agriculture & Nutrition",HMS,Human Services,Food Programs,3,16,20010.0,20010.0,32213.0,WA
82-1309339,International Association Of Fire Fighters,Spokane Vly,99206,Spokane County,"Spokane County, WA",47.6776787920255,-117.247517028825,1959.0,UNDEFINED,U,Science & Technology,UNU,Unclassified,UNDEFINED,5,0,0.0,0.0,0.0,WA
82-1335203,Panther Pride Athletic Association,Usk,99180,Pend Oreille County,"Pend Oreille County, WA",48.289563,-117.2952315,2017.0,B94,B,Education,EDU,Education,Parent/Teacher Group,3,15,0.0,0.0,0.0,WA
82-1392023,United Postmasters And Managers Of America,Deer Park,99006,Spokane County,"Spokane County, WA",47.9524827043014,-117.450901204301,1940.0,UNDEFINED,U,Science & Technology,UNU,Unclassified,UNDEFINED,6,0,0.0,0.0,0.0,WA
82-1455130,Pullman Korean Presbyterian Church,Pullman,99163,Whitman County,"Whitman County, WA",46.7360889269709,-117.160485189202,1974.0,UNDEFINED,U,Science & Technology,UNU,Unclassified,UNDEFINED,3,10,,,,WA
82-1459337,Northwest X Talks,Spokane,99201,Spokane County,"Spokane County, WA",47.655324,-117.442431,2017.0,S20,S,Community Improvement,PSB,Public & Societal Benefit,"Community, Neighborhood Development",3,15,0.0,0.0,0.0,WA
82-1531204,Atlas Bible College,Spokane,99208,Spokane County,"Spokane County, WA",47.8069090510704,-117.389753614462,2017.0,X20,X,Religion-Related,REL,Religion,Christianity,3,15,0.0,0.0,0.0,WA
82-1578132,Association For Vascular Access,Spokane,99223,Spokane County,"Spokane County, WA",47.622393,-117.3533355,2010.0,G03,G,Voluntary Health Associations,HEL,Health,"Professional Societies, Associations",6,0,0.0,0.0,0.0,WA
82-1607426,Bear Paw Ministries,Newport,99156,Pend Oreille County,"Pend Oreille County, WA",48.2386456712743,-117.207556878989,2017.0,X99,X,Religion-Related,REL,Religion,Religion Related N.E.C.,3,15,666380.0,682833.0,263160.0,WA
82-1614785,Point Of Grace Fellowship,Spokane Vly,99037,Spokane County,"Spokane County, WA",47.6498011315713,-117.188302893416,2019.0,X21,X,Religion-Related,REL,Religion,Protestant,3,10,,,,WA
82-1768199,509 Fools,Spokane,99209,Spokane County,"Spokane County, WA",47.693439,-117.4400505,2017.0,M03,M,Public Safety & Disaster Relief,HMS,Human Services,"Professional Societies, Associations",3,16,0.0,0.0,0.0,WA
82-1770706,Skyraider Aero Club,Spokane,99223,Spokane County,"Spokane County, WA",47.59416,-117.3965175,2017.0,Y11,Y,Mutual & Membership Benefit,MMB,Mutual & Membership Benefit,Single Organization Support,7,0,0.0,0.0,0.0,WA
82-1918306,Kalispel Commerce Park,Usk,99180,Pend Oreille County,"Pend Oreille County, WA",48.289563,-117.2952315,2021.0,S11,S,Community Improvement,PSB,Public & Societal Benefit,Single Organization Support,3,23,336745.0,336745.0,12027423.0,WA
82-1918553,509 Show Circuit,Elk,99009,Pend Oreille County,"Pend Oreille County, WA",48.051729,-117.2897955,2018.0,O52,O,Youth Development,HMS,Human Services,Youth Development - Agricultural,3,16,0.0,0.0,0.0,WA
82-1921779,Parkview Elc Parent Teacher Organization,Spokane,99207,Spokane County,"Spokane County, WA",47.704959,-117.4106025,2018.0,O50,O,Youth Development,HMS,Human Services,Youth Development Programs,3,15,0.0,0.0,0.0,WA
82-1943604,Eagle Football Network Foundation,Spokane,99218,Spokane County,"Spokane County, WA",47.7675333770296,-117.405031718088,2018.0,N11,N,Recreation & Sports,HMS,Human Services,Single Organization Support,3,16,173205.0,200203.0,42564.0,WA
82-1963871,Freinds Of Faraday,Spokane,99218,Spokane County,"Spokane County, WA",47.7535006403138,-117.403780483496,2017.0,T12,T,Philanthropy & Grantmaking,PSB,Public & Societal Benefit,Fund Raising and Fund Distribution,3,15,10684.0,10684.0,2289.0,WA
82-2076772,Association Of Science Communicators,Spokane,99201,Spokane County,"Spokane County, WA",47.65815,-117.4208355,2018.0,U02,U,Science & Technology,PSB,Public & Societal Benefit,Management & Technical Assistance,3,15,176409.0,176409.0,106161.0,WA
82-2097508,Tyndale Bible Translators,Spokane Vly,99037,Spokane County,"Spokane County, WA",47.652745168215,-117.185778449911,2017.0,X20,X,Religion-Related,REL,Religion,Christianity,3,15,620452.0,620452.0,417818.0,WA
82-2188326,Music For Kids International,Spokane,99224,Spokane County,"Spokane County, WA",47.5363087397134,-117.376931856628,2019.0,A25,A,"Arts, Culture & Humanities",ART,Arts & Culture,Arts Education,3,16,0.0,0.0,0.0,WA
82-2242437,Rays House,Spokane,99205,Spokane County,"Spokane County, WA",47.714427,-117.4460805,2021.0,P20,P,Human Services,HMS,Human Services,Human Service Organizations,3,15,0.0,0.0,0.0,WA
82-2255939,Fairways Golf For Good,Cheney,99004,Spokane County,"Spokane County, WA",47.5759321500078,-117.551412221738,2018.0,B99,B,Education,EDU,Education,Education N.E.C.,3,16,0.0,0.0,0.0,WA
82-2269221,350 Spokane,Spokane,99201,Spokane County,"Spokane County, WA",47.65887,-117.4122315,2019.0,C01,C,Environment,ENV,Environment & Animals,Alliance/Advocacy Organizations,3,16,0.0,0.0,0.0,WA
82-2326334,Wow China,Spokane,99223,Spokane County,"Spokane County, WA",47.632563,-117.36072,2017.0,B01,B,Education,EDU,Education,Alliance/Advocacy Organizations,3,16,300416.0,300416.0,159751.0,WA
82-2348630,Uss Bismarck,Spokane,99201,Spokane County,"Spokane County, WA",47.663334,-117.4381605,2023.0,A99,A,"Arts, Culture & Humanities",ART,Arts & Culture,"Arts, Culture, and Humanities N.E.C.",3,4,,2380.0,32.0,WA
82-2371400,Harrington Alumni Association,Harrington,99134,Lincoln County,"Lincoln County, WA",47.460879,-118.28682,2017.0,B84,B,Education,EDU,Education,Alumni Associations,3,16,0.0,0.0,0.0,WA
82-2375859,Bavihealth,Spokane,99202,Spokane County,"Spokane County, WA",47.660184,-117.402633,2019.0,E32,E,Health Care,HEL,Health,"Ambulatory Health Center, Community Clinic",3,16,912205.0,912205.0,1728702.0,WA
82-2419661,Spokane Fatherhood Initiative,Spokane,99203,Spokane County,"Spokane County, WA",47.629854,-117.401418,2017.0,P20,P,Human Services,HMS,Human Services,Human Service Organizations,3,15,449994.0,449994.0,99919.0,WA
82-2541299,Relentless Ministries,Spokane Vly,99216,Spokane County,"Spokane County, WA",47.6652765004327,-117.2134755,2017.0,P20,P,Human Services,HMS,Human Services,Human Service Organizations,3,16,0.0,0.0,0.0,WA
82-2545907,Spokane Shadle North Lions Foundation,Spokane,99205,Spokane County,"Spokane County, WA",47.7152180929667,-117.423476809495,2017.0,W12,W,Public & Societal Benefit,PSB,Public & Societal Benefit,Fund Raising and Fund Distribution,3,15,0.0,0.0,0.0,WA
82-2564912,Washington Childcare Centers Association,Spokane,99202,Spokane County,"Spokane County, WA",47.671956,-117.3825495,2018.0,S41,S,Community Improvement,PSB,Public & Societal Benefit,Chambers of Commerce & Business Leagues,6,0,0.0,0.0,0.0,WA
82-2597047,Gurudwara Guru Nanak Darbar,Spokane Vly,99206,Spokane County,"Spokane County, WA",47.6661431540194,-117.24130266181,2020.0,X01,X,Religion-Related,REL,Religion,Alliance/Advocacy,3,10,99893.0,99893.0,737576.0,WA
82-2622093,Mead Choir Boosters,Spokane,99218,Spokane County,"Spokane County, WA",47.7692020306129,-117.414403805442,2018.0,A6C,A,"Arts, Culture & Humanities",ART,Arts & Culture,"Music Groups, Bands, Ensembles",3,15,0.0,0.0,0.0,WA
82-2684492,Find Solutions Organization,Spokane,99218,Spokane County,"Spokane County, WA",47.7615374304921,-117.39162196477,2018.0,P84,P,Human Services,HMS,Human Services,"Ethnic, Immigrant Centers",3,16,0.0,0.0,0.0,WA
82-2703468,Pacific Northwest Canola Association,Pullman,99163,Whitman County,"Whitman County, WA",46.7309831487714,-117.090684040948,2020.0,S41,S,Community Improvement,PSB,Public & Societal Benefit,Chambers of Commerce & Business Leagues,6,0,117668.0,117668.0,70966.0,WA
82-2705584,American Legion Auxiliary Post 24,Garfield,99130,Whitman County,"Whitman County, WA",46.998081,-117.162288,2022.0,Y40,Y,Mutual & Membership Benefit,MMB,Mutual & Membership Benefit,Fraternal Societies,3,15,0.0,0.0,0.0,WA
82-2861380,Rock Star Wheelers,Spokane,99208,Spokane County,"Spokane County, WA",47.710314,-117.3802185,2020.0,N01,N,Recreation & Sports,HMS,Human Services,Alliance/Advocacy,3,16,0.0,0.0,0.0,WA
82-2885644,Blackbird Ranch Wildlife Rehabilitation And Farm Sanctuary,Pullman,99163,Whitman County,"Whitman County, WA",46.8444381583297,-117.219061801642,2021.0,D20,D,Animal-Related,ENV,Environment & Animals,Animal Protection and Welfare,3,15,66745.0,66745.0,23328.0,WA
82-2907305,Saving Kids Sight,Spokane,99201,Spokane County,"Spokane County, WA",47.658168,-117.420615,2018.0,P86,P,Human Services,HMS,Human Services,Blind/Visually Impaired Centers,3,15,0.0,0.0,0.0,WA
82-2934846,All Heart Infusion,Spokane,99202,Spokane County,"Spokane County, WA",47.650167,-117.410967,2018.0,P44,P,Human Services,HMS,Human Services,In-Home Assistance,3,16,275925.0,292356.0,231099.0,WA
82-2961410,Abide Worldwide,Mead,99021,Spokane County,"Spokane County, WA",47.795508,-117.3062295,2021.0,X20,X,Religion-Related,REL,Religion,Christianity,3,15,162935.0,162935.0,54052.0,WA
82-3056368,Deer Park S A N,Deer Park,99006,Spokane County,"Spokane County, WA",47.958265,-117.47475,2019.0,B12,B,Education,EDU,Education,Fund Raising and/or Fund Distribution,3,15,0.0,0.0,0.0,WA
82-3084514,Good Samaritan Village Mission,Spokane Vly,99206,Spokane County,"Spokane County, WA",47.6597482281436,-117.264052131484,2017.0,X20,X,Religion-Related,REL,Religion,Christianity,3,15,0.0,0.0,0.0,WA
82-3185320,Scablands Books,Spokane,99203,Spokane County,"Spokane County, WA",47.622042,-117.3782295,2018.0,A70,A,"Arts, Culture & Humanities",ART,Arts & Culture,Humanities Organizations,3,16,0.0,0.0,0.0,WA
82-3186327,Beyond Vision Foundation,Elk,99009,Pend Oreille County,"Pend Oreille County, WA",48.052656,-117.303552,2018.0,K31,K,"Food, Agriculture & Nutrition",HMS,Human Services,"Food Banks, Pantries",3,15,142997.0,142997.0,32509.0,WA
82-3193486,Rural Alliance,Deer Park,99006,Spokane County,"Spokane County, WA",47.9058144832073,-117.465538473627,2019.0,B90,B,Education,EDU,Education,Educational Services and Schools - Other,3,21,139800.0,139800.0,13416.0,WA
82-3218814,Invent Washington,Spokane,99223,Spokane County,"Spokane County, WA",47.6045915034625,-117.342252201195,2018.0,O50,O,Youth Development,HMS,Human Services,Youth Development Programs,3,15,11179.0,11179.0,1.0,WA
82-3231939,Washington State University,Spokane,99202,Spokane County,"Spokane County, WA",47.659906645017,-117.346920748601,2014.0,O52,O,Youth Development,HMS,Human Services,Youth Development - Agricultural,3,15,0.0,0.0,0.0,WA
82-3337031,Murcis Mission,Spokane,99209,Spokane County,"Spokane County, WA",47.693439,-117.4400505,2018.0,D20,D,Animal-Related,ENV,Environment & Animals,Animal Protection and Welfare,3,15,85834.0,85834.0,10578.0,WA
82-3337877,Eagles Booster Club,Saint John,99171,Whitman County,"Whitman County, WA",47.092626,-117.6129585,2017.0,N12,N,Recreation & Sports,HMS,Human Services,Fund Raising and Fund Distribution,3,15,0.0,0.0,0.0,WA
82-3339583,Beach And Sea Ocean Plastic Recovery And Recycling,Colville,99114,Stevens County,"Stevens County, WA",48.5345918834677,-117.610946799923,2018.0,C27,C,Environment,ENV,Environment & Animals,Recycling Programs,3,16,0.0,0.0,0.0,WA
82-3360197,Here Am I Send Me,Spokane,99223,Spokane County,"Spokane County, WA",47.629512,-117.3520575,2022.0,X20,X,Religion-Related,REL,Religion,Christianity,3,15,0.0,0.0,0.0,WA
82-3440744,Creston Volunteer Fire Rescue And Ems,Creston,99117,Lincoln County,"Lincoln County, WA",47.736747,-118.516464,2019.0,M24,M,Public Safety & Disaster Relief,HMS,Human Services,Fire Prevention,3,15,0.0,0.0,0.0,WA
82-3456485,Cheney Scholarship Association,Marshall,99020,Spokane County,"Spokane County, WA",47.564973,-117.4985415,2017.0,B82,B,Education,EDU,Education,"Scholarships, Student Financial Aid Services, Awards",3,16,0.0,0.0,0.0,WA
82-3464435,Sister Lucy Truth,Otis Orchards,99027,Spokane County,"Spokane County, WA",47.6941049475446,-117.074087683421,2017.0,B99,B,Education,EDU,Education,Education N.E.C.,3,15,0.0,0.0,0.0,WA
82-3476573,Addy Wa Foursquare Church,Addy,99101,Stevens County,"Stevens County, WA",48.357234,-117.8361,1949.0,UNDEFINED,U,Science & Technology,UNU,Unclassified,UNDEFINED,3,10,,,,WA
82-3486045,Shadows Of Nature Guardian Steading,Clayton,99110,Stevens County,"Stevens County, WA",48.0619378228696,-117.535432679208,2018.0,X99,X,Religion-Related,REL,Religion,Religion Related N.E.C.,3,16,0.0,0.0,0.0,WA
82-3507179,Goldenrod Cemetery Perpetual Care Endowment Fund,Tekoa,99033,Whitman County,"Whitman County, WA",47.229453,-117.079542,2018.0,Y11,Y,Mutual & Membership Benefit,MMB,Mutual & Membership Benefit,Single Organization Support,3,24,89749.0,189599.0,3363876.0,WA
82-3521274,Rpg Research,Spokane,99201,Spokane County,"Spokane County, WA",47.669715,-117.42633,2018.0,P20,P,Human Services,HMS,Human Services,Human Service Organizations,3,15,0.0,0.0,0.0,WA
82-3530064,Rooted Together Inw,Spokane Vly,99016,Spokane County,"Spokane County, WA",47.6383032381556,-117.164354731058,2018.0,P30,P,Human Services,HMS,Human Services,"Children's, Youth Services",3,16,62833.0,62833.0,140102.0,WA
82-3540220,U-Drama Booster Club,Spokane Vly,99216,Spokane County,"Spokane County, WA",47.6278454670212,-117.236574,2018.0,B12,B,Education,EDU,Education,Fund Raising and/or Fund Distribution,3,16,0.0,0.0,0.0,WA
82-3602090,Springdale Booster Organization,Springdale,99173,Stevens County,"Stevens County, WA",48.039282,-117.7901415,2020.0,S80,S,Community Improvement,PSB,Public & Societal Benefit,Community Service Clubs,3,16,0.0,0.0,0.0,WA
82-3616683,4 Degrees Foundation,Spokane,99202,Spokane County,"Spokane County, WA",47.656899,-117.405477,2024.0,T30,T,Philanthropy & Grantmaking,PSB,Public & Societal Benefit,Public Foundations,3,15,0.0,0.0,0.0,WA
82-3640319,Welcome Ideas,Pullman,99163,Whitman County,"Whitman County, WA",46.735047,-117.1746405,2018.0,Q30,Q,International Affairs,IFA,International,International Development,3,15,0.0,0.0,0.0,WA
82-3642989,Jonah Project,Spokane,99205,Spokane County,"Spokane County, WA",47.693646,-117.4277115,2019.0,I73,I,Crime & Legal-Related,HMS,Human Services,"Sexual Abuse, Prevention",3,15,196552.0,196552.0,71210.0,WA
82-3695496,Harrington Athletic Booster Club,Harrington,99134,Lincoln County,"Lincoln County, WA",47.460879,-118.28682,2018.0,N12,N,Recreation & Sports,HMS,Human Services,Fund Raising and Fund Distribution,3,15,0.0,0.0,0.0,WA
82-3770681,Davidson Family Foundation,Spokane,99201,Spokane County,"Spokane County, WA",47.666484,-117.4137705,2019.0,T90,T,Philanthropy & Grantmaking,PSB,Public & Societal Benefit,Named Trusts N.E.C.,3,4,,272727.0,3864741.0,WA
82-3851048,Miss Shifters All Girls Car Club,Spokane,99205,Spokane County,"Spokane County, WA",47.684583,-117.4585185,2018.0,N50,N,Recreation & Sports,HMS,Human Services,Recreational l Clubs,3,16,0.0,0.0,0.0,WA
82-3857792,Pend Oreille Paramedics,Newport,99156,Pend Oreille County,"Pend Oreille County, WA",48.15954,-117.165438,2018.0,E62,E,Health Care,HEL,Health,"Ambulance, Emergency Medical Transport Services",3,15,1126860.0,1126860.0,178029.0,WA
82-3882005,Great Northern University,Spokane,99207,Spokane County,"Spokane County, WA",47.6750920924004,-117.401181426333,2018.0,B43,B,Education,UNI,Universities,University or Technological Institute,3,11,762142.0,762142.0,565095.0,WA
82-3886533,Care Packages From Alli,Greenacres,99016,Spokane County,"Spokane County, WA",47.645864624185,-117.159003287408,2018.0,P50,P,Human Services,HMS,Human Services,Personal Social Services,3,15,0.0,0.0,0.0,WA
82-3908694,Lincoln Freed,Spokane,99202,Spokane County,"Spokane County, WA",47.670858,-117.398691,2020.0,P50,P,Human Services,HMS,Human Services,Personal Social Services,3,15,1375391.0,1375391.0,420702.0,WA
82-3999481,Shirts Of Love,Spokane,99202,Spokane County,"Spokane County, WA",47.659203,-117.3778605,2018.0,T12,T,Philanthropy & Grantmaking,PSB,Public & Societal Benefit,Fund Raising and Fund Distribution,3,15,0.0,0.0,0.0,WA
82-4020613,Austral Pursuits And Research,Spokane,99201,Spokane County,"Spokane County, WA",47.654883,-117.425196,2018.0,U30,U,Science & Technology,PSB,Public & Societal Benefit,"Physical & Earth Sciences,",3,15,0.0,0.0,0.0,WA
82-4042766,Quality Life Advancement,Spokane,99203,Spokane County,"Spokane County, WA",47.624337,-117.419022,2019.0,L20,L,Housing & Shelter,HMS,Human Services,"Housing Development, Construction, Management",3,15,0.0,0.0,0.0,WA
82-4051079,South Pend Oreille Fire And Rescue Auxiliary 34,Newport,99156,Pend Oreille County,"Pend Oreille County, WA",48.1073669767152,-117.359454288389,2019.0,M11,M,Public Safety & Disaster Relief,HMS,Human Services,Single Organization Support,3,15,0.0,0.0,0.0,WA
82-4122034,New Hearts 4 Christ,Newport,99156,Pend Oreille County,"Pend Oreille County, WA",48.079125,-117.1063215,2018.0,P99,P,Human Services,HMS,Human Services,Human Services N.E.C.,3,16,0.0,0.0,0.0,WA
82-4126491,Arcadia Guided Outdoor Education,Spokane,99218,Spokane County,"Spokane County, WA",47.7500981515093,-117.416757154856,2020.0,O99,O,Youth Development,HMS,Human Services,Youth Development N.E.C.,3,15,0.0,0.0,0.0,WA
82-4129924,Kent,Liberty Lake,99019,Spokane County,"Spokane County, WA",47.6673108967913,-117.097655132206,2019.0,P20,P,Human Services,HMS,Human Services,Human Service Organizations,3,16,0.0,0.0,0.0,WA
82-4172345,Hmong Youth In Action,Spokane Vly,99216,Spokane County,"Spokane County, WA",47.7043224291071,-117.207001173466,2018.0,A23,A,"Arts, Culture & Humanities",ART,Arts & Culture,"Cultural, Ethnic Awareness",3,16,0.0,0.0,0.0,WA
82-4296018,Davenport Basketball Association,Davenport,99122,Lincoln County,"Lincoln County, WA",47.6657540568988,-118.183822568643,2023.0,N62,N,Recreation & Sports,HMS,Human Services,Basketball,3,15,0.0,0.0,0.0,WA
82-4315716,Alpha Sigma Phi Fraternity,Cheney,99004,Spokane County,"Spokane County, WA",47.489454,-117.5859315,1941.0,B83,B,Education,EDU,Education,"Student Sororities, Fraternities",7,0,0.0,0.0,0.0,WA
82-4317373,Spokane Mama,Spokane Vly,99016,Spokane County,"Spokane County, WA",47.6776674471406,-117.174386529979,2018.0,S81,S,Community Improvement,PSB,Public & Societal Benefit,Women's Service Clubs,3,16,0.0,0.0,0.0,WA
82-4396555,Carl Maxey Center,Spokane,99202,Spokane County,"Spokane County, WA",47.651634,-117.365004,2019.0,A23,A,"Arts, Culture & Humanities",ART,Arts & Culture,"Cultural, Ethnic Awareness",3,15,1681646.0,1681646.0,3104668.0,WA
82-4404205,Planned Parenthood Advocates Of Greater Washington And North Idaho,Spokane,99207,Spokane County,"Spokane County, WA",47.675178,-117.408366,2019.0,R40,R,Civil Rights & Advocacy,PSB,Public & Societal Benefit,"Voter Education, Registration",4,0,170018.0,170018.0,57440.0,WA
82-4406132,Bikes Are The Answer,Spokane,99203,Spokane County,"Spokane County, WA",47.634966,-117.4129065,2022.0,N60,N,Recreation & Sports,HMS,Human Services,Amateur Sports,3,16,21086.0,21644.0,15546.0,WA
82-4446340,Spokane Public Language Immersion Team Of Parents & Teachers,Spokane Valley,99212,Spokane County,"Spokane County, WA",47.6532213817889,-117.311712458052,2023.0,B94,B,Education,EDU,Education,Parent/Teacher Group,3,16,0.0,0.0,0.0,WA
82-4447278,Ram Nation Boosters,Chattaroy,99003,Spokane County,"Spokane County, WA",47.9036497488027,-117.350535012696,2018.0,N12,N,Recreation & Sports,HMS,Human Services,Fund Raising and Fund Distribution,3,16,0.0,0.0,0.0,WA
82-4461262,My Little Animal Kingdom Rescue,Airway Hgts,99001,Spokane County,"Spokane County, WA",47.6475900857809,-117.583329829448,2018.0,D60,D,Animal-Related,ENV,Environment & Animals,Other Services - Specialty Animals,3,15,0.0,0.0,0.0,WA
82-4468265,Sparrow Community Naturopathic Clinic,Spokane,99203,Spokane County,"Spokane County, WA",47.629143,-117.4089555,2018.0,E70,E,Health Care,HEL,Health,Public Health Program (Includes General Health and Wellness Promotion Services),3,15,70442.0,70442.0,28563.0,WA
82-4563614,Nancys Hope And Joy,Spokane,99224,Spokane County,"Spokane County, WA",47.6471584854291,-117.555108110711,2018.0,F12,F,Mental Health & Crisis Intervention,HEL,Health,Fund Raising and/or Fund Distribution,3,15,0.0,0.0,0.0,WA
82-4593760,Reach West Central,Spokane,99210,Spokane County,"Spokane County, WA",47.657997,-117.4253985,2018.0,S20,S,Community Improvement,PSB,Public & Societal Benefit,"Community, Neighborhood Development",3,16,0.0,0.0,0.0,WA
82-4643912,St Herman Of Alaska Skete Of St Demetrios Monastery,Spokane Vly,99212,Spokane County,"Spokane County, WA",47.6517224815339,-117.339642,2017.0,X20,X,Religion-Related,REL,Religion,Christianity,3,10,,,,WA
82-4746533,Tinh Xa Minh Dang Quang Temple,Spokane,99217,Spokane County,"Spokane County, WA",47.704014,-117.368361,2019.0,X50,X,Religion-Related,REL,Religion,Buddhism,3,10,50788.0,50788.0,26052.0,WA
82-4770842,Reardan Heroes,Reardan,99029,Lincoln County,"Lincoln County, WA",47.702034,-117.835029,2019.0,A80,A,"Arts, Culture & Humanities",ART,Arts & Culture,"Historical Societies, Related Historical Activities",3,15,0.0,0.0,0.0,WA
82-4771547,Brooklynn Project,Spokane,99207,Spokane County,"Spokane County, WA",47.688687,-117.385479,2018.0,Y12,Y,Mutual & Membership Benefit,MMB,Mutual & Membership Benefit,Fund Raising and Fund Distribution,3,15,0.0,0.0,0.0,WA
82-4824582,Spokane Independent Metro Business Alliance,Spokane,99201,Spokane County,"Spokane County, WA",47.65887,-117.4122315,2024.0,S30,S,Community Improvement,PSB,Public & Societal Benefit,Economic Development,3,15,315469.0,315469.0,56778.0,WA
82-4898269,If You Could Save Just One,Spokane,99207,Spokane County,"Spokane County, WA",47.698218,-117.3976065,2018.0,O50,O,Youth Development,HMS,Human Services,Youth Development Programs,3,16,278109.0,278109.0,207238.0,WA
82-4916091,Maddies Place,Spokane,99202,Spokane County,"Spokane County, WA",47.647737,-117.3949785,2019.0,E60,E,Health Care,HEL,Health,Health Support Services,3,15,4262155.0,4262155.0,4330293.0,WA
82-4918749,Path Of Hope Rescue,Spokane,99209,Spokane County,"Spokane County, WA",47.693439,-117.4400505,2019.0,D20,D,Animal-Related,ENV,Environment & Animals,Animal Protection and Welfare,3,15,167266.0,167266.0,102802.0,WA
82-4975853,Dolittle Dreams,Kettle Falls,99141,Stevens County,"Stevens County, WA",48.546909,-118.1342835,2018.0,D60,D,Animal-Related,ENV,Environment & Animals,Other Services - Specialty Animals,3,16,0.0,0.0,0.0,WA
82-5014832,Northeast Washington Aadom Chapter,Reardan,99029,Lincoln County,"Lincoln County, WA",47.702034,-117.835029,2019.0,E03,E,Health Care,HEL,Health,"Professional Societies, Associations",6,0,0.0,0.0,0.0,WA
82-5061718,Heal Spokane,Spokane,99201,Spokane County,"Spokane County, WA",47.663613,-117.446364,2018.0,P99,P,Human Services,HMS,Human Services,Human Services N.E.C.,3,16,0.0,0.0,0.0,WA
82-5062392,West Plains Angels,Cheney,99004,Spokane County,"Spokane County, WA",47.456073,-117.708498,2018.0,P12,P,Human Services,HMS,Human Services,Fund Raising and Fund Distribution,3,16,0.0,0.0,0.0,WA
