ein,name,city,zip,county,county_state,lat,lon,ruling_year,ntee,ntee_major,ntee_major_name,subsector,subsector_name,ntee_code_definition,subsection_code,foundation_code,revenue,income,assets,state
01-0568603,Global Gateway Network,Nine Mile Fls,99026,Spokane County,"Spokane County, WA",47.7886243793812,-117.594295874039,2002.0,X20,X,Religion-Related,REL,Religion,Christianity,3,15,223385.0,223385.0,286941.0,WA
01-0602585,Spokane Valley Heritage Museum,Spokane Vly,99214,Spokane County,"Spokane County, WA",47.6570600000001,-117.24725,2003.0,A50,A,"Arts, Culture & Humanities",ART,Arts & Culture,"Museum, Museum Activities",3,15,138404.0,153392.0,370442.0,WA
01-0650973,Whitman County Crop Improvement Association,Colfax,99111,Whitman County,"Whitman County, WA",46.8829426713802,-117.364572272755,2014.0,C99,C,Environment,ENV,Environment & Animals,"Environmental Quality, Protection, and Beautification N.E.C.",5,0,0.0,0.0,0.0,WA
01-0674564,Spokane Fly Fishers Club,Spokane,99220,Spokane County,"Spokane County, WA",47.657178,-117.3867885,2003.0,N61,N,Recreation & Sports,HMS,Human Services,"Fishing, Hunting",7,0,0.0,0.0,0.0,WA
01-0756987,Colbert Elementry Pto,Colbert,99005,Spokane County,"Spokane County, WA",47.8090704079294,-117.343018424924,2007.0,B94,B,Education,EDU,Education,Parent/Teacher Group,3,15,0.0,0.0,0.0,WA
01-0948768,Widows Might,Spokane Vly,99214,Spokane County,"Spokane County, WA",47.6570600000001,-117.24725,2011.0,P99,P,Human Services,HMS,Human Services,Human Services N.E.C.,3,15,86307.0,86307.0,76992.0,WA
01-0962155,Knights Of Columbus,Spokane,99201,Spokane County,"Spokane County, WA",47.658024,-117.428787,1940.0,UNDEFINED,U,Science & Technology,UNU,Unclassified,UNDEFINED,8,0,0.0,0.0,0.0,WA
02-0775838,Big Cat Wrestling,Spokane,99208,Spokane County,"Spokane County, WA",47.729637,-117.4506615,2007.0,N60,N,Recreation & Sports,HMS,Human Services,Amateur Sports,3,16,0.0,0.0,0.0,WA
02-0792001,Wesley Foundation,Pullman,99163,Whitman County,"Whitman County, WA",46.7306727782617,-117.177700959086,1974.0,UNDEFINED,U,Science & Technology,UNU,Unclassified,UNDEFINED,3,10,,,,WA
02-0797827,Greenhouse Community Center,Deer Park,99006,Spokane County,"Spokane County, WA",47.952918,-117.4689585,2007.0,K31,K,"Food, Agriculture & Nutrition",HMS,Human Services,"Food Banks, Pantries",3,15,143182.0,143182.0,309392.0,WA
02-6162571,Voluntary Employees Beneficiary Association Post-Employment Health,Spokane,99201,Spokane County,"Spokane County, WA",47.659824,-117.422307,2004.0,Y44,Y,Mutual & Membership Benefit,MMB,Mutual & Membership Benefit,Voluntary Employees Beneficiary Associations (Government),9,0,23908972.0,23908972.0,98189849.0,WA
03-0396268,Marriage Bed,Springdale,99173,Stevens County,"Stevens County, WA",48.005854833661,-117.824766013878,2003.0,UNDEFINED,U,Science & Technology,UNU,Unclassified,UNDEFINED,3,10,0.0,0.0,0.0,WA
03-0488116,Cornerstone Community Church,Spokane,99205,Spokane County,"Spokane County, WA",47.6981681300545,-117.470394123315,2004.0,X21,X,Religion-Related,REL,Religion,Protestant,3,10,,,,WA
03-0555136,West Central Neighborhood Council,Spokane,99209,Spokane County,"Spokane County, WA",47.693439,-117.4400505,2006.0,S20,S,Community Improvement,PSB,Public & Societal Benefit,"Community, Neighborhood Development",3,15,0.0,0.0,0.0,WA
03-0576756,Inland Northwest Medical Group Management Association,Spokane,99204,Spokane County,"Spokane County, WA",47.648151,-117.417069,2008.0,S41,S,Community Improvement,PSB,Public & Societal Benefit,Chambers of Commerce & Business Leagues,6,0,0.0,0.0,0.0,WA
03-5059033,Sacajawea Junior High School Parent Teachers Group,Spokane,99203,Spokane County,"Spokane County, WA",47.625192,-117.404667,1974.0,UNDEFINED,U,Science & Technology,UNU,Unclassified,UNDEFINED,3,16,0.0,0.0,0.0,WA
04-2624938,Lynx House Press,Spokane,99210,Spokane County,"Spokane County, WA",47.657997,-117.4253985,1978.0,UNDEFINED,U,Science & Technology,UNU,Unclassified,UNDEFINED,3,16,0.0,0.0,0.0,WA
04-2696929,The International Alliance For Women,Spokane,99203,Spokane County,"Spokane County, WA",47.618748,-117.4085685,1983.0,Q30,Q,International Affairs,IFA,International,International Development,3,16,11758.0,11758.0,7120.0,WA
04-3138383,Svrluga Foundation,Spokane Vly,99016,Spokane County,"Spokane County, WA",47.6516959849964,-117.155495825812,1992.0,UNDEFINED,U,Science & Technology,UNU,Unclassified,UNDEFINED,3,4,,813628.0,2275207.0,WA
04-3591762,Sjw Wrestling,Spokane Vly,99206,Spokane County,"Spokane County, WA",47.6248407366264,-117.2682225906,2003.0,N60,N,Recreation & Sports,HMS,Human Services,Amateur Sports,3,16,0.0,0.0,0.0,WA
05-0561984,Paradise Ridge Defense Coalition,Pullman,99163,Whitman County,"Whitman County, WA",46.7278945866124,-117.187096672324,2016.0,S01,S,Community Improvement,PSB,Public & Societal Benefit,Alliance/Advocacy,3,16,0.0,0.0,0.0,WA
06-1750122,Rotary International,Kettle Falls,99141,Stevens County,"Stevens County, WA",48.65166,-118.0884105,1942.0,P20,P,Human Services,HMS,Human Services,Human Service Organizations,4,0,0.0,0.0,0.0,WA
06-1764737,Habitat For Humanity International,Spokane,99220,Spokane County,"Spokane County, WA",47.657178,-117.3867885,1987.0,L20,L,Housing & Shelter,HMS,Human Services,"Housing Development, Construction, Management",3,15,769800.0,769800.0,16860044.0,WA
11-3652671,Spokane Christian Church,Spokane,99224,Spokane County,"Spokane County, WA",47.600964,-117.4083885,2026.0,X20,X,Religion-Related,REL,Religion,Christianity,3,10,,,,WA
11-3672143,Foundation Of Davenport Schools,Davenport,99122,Lincoln County,"Lincoln County, WA",47.733804,-118.190781,2008.0,B12,B,Education,EDU,Education,Fund Raising and/or Fund Distribution,3,15,92543.0,103135.0,1349269.0,WA
11-3698136,Ready 2 Serve Ministries,Airway Hgts,99001,Spokane County,"Spokane County, WA",47.645424,-117.587799,2005.0,X20,X,Religion-Related,REL,Religion,Christianity,3,10,,,,WA
11-3789453,Colfax Downtown Association,Colfax,99111,Whitman County,"Whitman County, WA",46.880802,-117.377298,2007.0,S30,S,Community Improvement,PSB,Public & Societal Benefit,Economic Development,3,15,478080.0,478080.0,2045621.0,WA
13-3044606,The Alliance For Media Arts - Culture,Spokane,99203,Spokane County,"Spokane County, WA",47.637306,-117.3963915,1981.0,A30,A,"Arts, Culture & Humanities",ART,Arts & Culture,"Media, Communications Organizations",3,15,599817.0,599817.0,514939.0,WA
13-4247653,Colville Valley Animal Sanctuary,Colville,99114,Stevens County,"Stevens County, WA",48.480228521813,-117.89449614418,2003.0,D20,D,Animal-Related,ENV,Environment & Animals,Animal Protection and Welfare,3,15,253555.0,253555.0,282447.0,WA
16-1608036,Fiber Broadband Association,Spokane,99210,Spokane County,"Spokane County, WA",47.657997,-117.4253985,2004.0,S41,S,Community Improvement,PSB,Public & Societal Benefit,Chambers of Commerce & Business Leagues,6,0,11232520.0,11769212.0,8469510.0,WA
16-1745313,Spokane Elementary School Principals Association,Spokane,99223,Spokane County,"Spokane County, WA",47.621268,-117.367839,2007.0,Y99,Y,Mutual & Membership Benefit,MMB,Mutual & Membership Benefit,Mutual/Membership Benefit N.E.C.,5,0,0.0,0.0,0.0,WA
16-1747049,Sideout Volleyball Club,Spokane,99208,Spokane County,"Spokane County, WA",47.723859,-117.441891,2009.0,B90,B,Education,EDU,Education,Educational Services and Schools - Other,3,16,0.0,0.0,0.0,WA
16-1770112,Sweet Adelines International,Newport,99156,Pend Oreille County,"Pend Oreille County, WA",48.1058491326678,-117.286885456142,1900.0,A6B,A,"Arts, Culture & Humanities",ART,Arts & Culture,"Singing, Choral",3,16,0.0,0.0,0.0,WA
20-0263224,Korean Evangelical Church Of Pullman,Pullman,99163,Whitman County,"Whitman County, WA",46.7328380896761,-117.165960295286,2004.0,X21,X,Religion-Related,REL,Religion,Protestant,3,10,,,,WA
20-0315874,Washington State University,Colville,99114,Stevens County,"Stevens County, WA",48.5366182714237,-117.905676833226,2014.0,O52,O,Youth Development,HMS,Human Services,Youth Development - Agricultural,3,15,0.0,0.0,0.0,WA
20-0456958,Siberians Needing Owners,Kettle Falls,99141,Stevens County,"Stevens County, WA",48.65166,-118.0884105,2012.0,D20,D,Animal-Related,ENV,Environment & Animals,Animal Protection and Welfare,3,16,0.0,0.0,0.0,WA
20-0508524,Little League Baseball,Cheney,99004,Spokane County,"Spokane County, WA",47.5044685032027,-117.574146,1967.0,UNDEFINED,U,Science & Technology,UNU,Unclassified,UNDEFINED,3,15,0.0,0.0,0.0,WA
20-0643225,Spokane All City Jazz Ensemble,Spokane,99223,Spokane County,"Spokane County, WA",47.61499,-117.344815,2004.0,A68,A,"Arts, Culture & Humanities",ART,Arts & Culture,Music,3,15,0.0,0.0,0.0,WA
20-0703116,Citizens Institute For Public Policy,Spokane,99203,Spokane County,"Spokane County, WA",47.627883,-117.419553,2006.0,B05,B,Education,EDU,Education,Research Institutes and/or Public Policy Analysis,3,15,0.0,0.0,0.0,WA
20-0882538,Christ The King Church,Spokane,99202,Spokane County,"Spokane County, WA",47.672028,-117.378927,2005.0,X21,X,Religion-Related,REL,Religion,Protestant,3,10,,,,WA
20-0906386,North East Washington Regulators,Colville,99114,Stevens County,"Stevens County, WA",48.507687,-117.870804,2018.0,P20,P,Human Services,HMS,Human Services,Human Service Organizations,7,0,0.0,0.0,0.0,WA
20-0919391,Cattle Producers Of Washington,Rice,99167,Stevens County,"Stevens County, WA",48.521268,-118.101618,2006.0,S41,S,Community Improvement,PSB,Public & Societal Benefit,Chambers of Commerce & Business Leagues,6,0,279455.0,279455.0,56663.0,WA
20-1006334,Colville Rotary Charitable Foundation,Colville,99114,Stevens County,"Stevens County, WA",48.564162,-117.8638785,2004.0,T30,T,Philanthropy & Grantmaking,PSB,Public & Societal Benefit,Public Foundations,3,15,64883.0,70874.0,150399.0,WA
20-1021131,Spokane Valley Arts Council,Spokane Vly,99214,Spokane County,"Spokane County, WA",47.6570600000001,-117.24725,2004.0,A20,A,"Arts, Culture & Humanities",ART,Arts & Culture,"Arts, Cultural Organizations - Multipurpose",3,15,28498.0,76908.0,24256.0,WA
20-1033634,Kxly Community Partners Foundation,Spokane,99201,Spokane County,"Spokane County, WA",47.668356,-117.419904,2004.0,T12,T,Philanthropy & Grantmaking,PSB,Public & Societal Benefit,Fund Raising and Fund Distribution,3,15,156778.0,181754.0,236900.0,WA
20-1086185,Spokane River Rowing Association- Srra,Spokane,99206,Spokane County,"Spokane County, WA",47.6084705586592,-117.277699804461,2010.0,N70,N,Recreation & Sports,HMS,Human Services,Amateur Sports Competitions,3,16,0.0,0.0,0.0,WA
20-1171003,Naomi,Spokane Vly,99037,Spokane County,"Spokane County, WA",47.6504585237804,-117.196088110221,2005.0,L21,L,Housing & Shelter,HMS,Human Services,Low-Income & Subsidized Rental Housing,3,15,287698.0,765410.0,652212.0,WA
20-1226268,Rivers Wish Animal Sanctuary,Spokane,99224,Spokane County,"Spokane County, WA",47.737144238935,-117.571706154279,2005.0,UNDEFINED,U,Science & Technology,UNU,Unclassified,UNDEFINED,3,15,486813.0,526887.0,513612.0,WA
20-1448438,Because There Is Hope,Spokane,99205,Spokane County,"Spokane County, WA",47.716434,-117.438966,2006.0,G30,G,Voluntary Health Associations,HEL,Health,Cancer,3,15,48797.0,50247.0,19083.0,WA
20-1453390,Cancer Care Northwest Foundation,Spokane Valley,99216,Spokane County,"Spokane County, WA",47.668428,-117.234304491403,2005.0,P50,P,Human Services,HMS,Human Services,Personal Social Services,3,15,241031.0,323152.0,676459.0,WA
20-1480923,Growing Gorillas Cooperative Preschool,Davenport,99122,Lincoln County,"Lincoln County, WA",47.733804,-118.190781,2007.0,B21,B,Education,EDU,Education,"Kindergarten, Preschool, Nursery School, Early Admissions",3,16,41489.0,59147.0,9477.0,WA
20-1535497,Spokane Hearing Oral Program Of Excellence Hope,Spokane,99202,Spokane County,"Spokane County, WA",47.657376,-117.383175,2005.0,B99,B,Education,EDU,Education,Education N.E.C.,3,11,1124217.0,1163904.0,1578885.0,WA
20-1545856,Graham Ballet Theater,Pullman,99163,Whitman County,"Whitman County, WA",46.7305604391191,-117.182740412891,2007.0,A65,A,"Arts, Culture & Humanities",ART,Arts & Culture,Theater,3,15,0.0,0.0,0.0,WA
20-1549837,California Tomorrow,Veradale,99037,Spokane County,"Spokane County, WA",47.6316551615499,-117.182957469329,2022.0,L01,L,Housing & Shelter,HMS,Human Services,Alliance/Advocacy Organizations,3,15,0.0,0.0,0.0,WA
20-1706707,Society Of American Military Engineers,Fairchild Afb,99011,Spokane County,"Spokane County, WA",47.6361440512319,-117.653587331498,1954.0,UNDEFINED,U,Science & Technology,UNU,Unclassified,UNDEFINED,3,16,0.0,0.0,0.0,WA
20-1721645,Hampsong Foundation,Spokane,99201,Spokane County,"Spokane County, WA",47.669715,-117.42633,2005.0,A20,A,"Arts, Culture & Humanities",ART,Arts & Culture,"Arts, Cultural Organizations - Multipurpose",3,15,51722.0,51722.0,15995.0,WA
20-1752228,Eastpoint Church,Spokane Vly,99037,Spokane County,"Spokane County, WA",47.6571248705053,-117.199545784206,2005.0,X21,X,Religion-Related,REL,Religion,Protestant,3,10,,,,WA
20-1843995,Spokane Valley Chamber Foundation,Spokane Vly,99206,Spokane County,"Spokane County, WA",47.6570847651627,-117.259638092562,2007.0,B82,B,Education,EDU,Education,"Scholarships, Student Financial Aid Services, Awards",3,15,5256.0,5256.0,43116.0,WA
20-2008705,Responsible Growth Ne Washington,Newport,99156,Pend Oreille County,"Pend Oreille County, WA",48.1259483456723,-117.121199285308,2011.0,A23,A,"Arts, Culture & Humanities",ART,Arts & Culture,"Cultural, Ethnic Awareness",4,0,0.0,0.0,0.0,WA
20-2051353,River Of Life Outreach,Usk,99180,Pend Oreille County,"Pend Oreille County, WA",48.289563,-117.2952315,2022.0,X20,X,Religion-Related,REL,Religion,Christianity,3,10,,,,WA
20-2072162,Washington State University,Spokane,99202,Spokane County,"Spokane County, WA",47.659906645017,-117.346920748601,2014.0,O52,O,Youth Development,HMS,Human Services,Youth Development - Agricultural,3,15,0.0,0.0,0.0,WA
20-2108204,International Christian Association Of Neurodevelopmentalists,Spokane,99209,Spokane County,"Spokane County, WA",47.693439,-117.4400505,2014.0,F03,F,Mental Health & Crisis Intervention,HEL,Health,"Professional Societies, Associations",3,15,0.0,0.0,0.0,WA
20-2127512,Ignite Community Theatre,Spokane Vly,99206,Spokane County,"Spokane County, WA",47.6636083175025,-117.267940914075,2011.0,A65,A,"Arts, Culture & Humanities",ART,Arts & Culture,Theater,3,16,0.0,0.0,0.0,WA
20-2134807,Haven Of Hope Ministries,Liberty Lake,99019,Spokane County,"Spokane County, WA",47.663946,-117.091269,2006.0,X20,X,Religion-Related,REL,Religion,Christianity,3,15,0.0,0.0,0.0,WA
20-2147597,3G Harvest,Spokane,99208,Spokane County,"Spokane County, WA",47.7201530954758,-117.425426969502,2005.0,P20,P,Human Services,HMS,Human Services,Human Service Organizations,3,15,7365.0,7365.0,500.0,WA
20-2187599,Ancient Traditions Community Church,Newport,99156,Pend Oreille County,"Pend Oreille County, WA",48.276756,-117.196083,2007.0,X20,X,Religion-Related,REL,Religion,Christianity,3,10,0.0,0.0,0.0,WA
20-2228820,Inland Northwest Machine Quilters,Spokane Vly,99213,Spokane County,"Spokane County, WA",47.6578400000001,-117.2945,2014.0,N50,N,Recreation & Sports,HMS,Human Services,Recreational l Clubs,7,0,0.0,0.0,0.0,WA
20-2281576,Shechem,Spokane,99202,Spokane County,"Spokane County, WA",47.647107,-117.3855555,2006.0,X03,X,Religion-Related,REL,Religion,Professional Societies & Associations,3,15,0.0,0.0,0.0,WA
20-2326700,Washington Farm Bureau Health Care,Spokane,99201,Spokane County,"Spokane County, WA",47.669877,-117.423423,2006.0,Y43,Y,Mutual & Membership Benefit,MMB,Mutual & Membership Benefit,Voluntary Employees Beneficiary Associations (Non-Government),9,0,29936452.0,29936452.0,6038059.0,WA
20-2364716,Christian Outreach Ministries,Spokane Vly,99212,Spokane County,"Spokane County, WA",47.678382,-117.288135956864,2012.0,UNDEFINED,U,Science & Technology,UNU,Unclassified,UNDEFINED,3,15,0.0,0.0,0.0,WA
20-2408238,Jon Cash Ministries,Newman Lake,99025,Spokane County,"Spokane County, WA",47.738727,-117.0424395,2006.0,P12,P,Human Services,HMS,Human Services,Fund Raising and Fund Distribution,3,15,87964.0,87964.0,42128.0,WA
20-2420941,Steffens Foundation,Pullman,99163,Whitman County,"Whitman County, WA",46.735047,-117.1746405,2005.0,T20,T,Philanthropy & Grantmaking,PSB,Public & Societal Benefit,Private Grantmaking Foundations,3,4,,1007736.0,4051792.0,WA
20-2457013,Bosnia And Herzegovina Heritage Association Of Spokane,Spokane,99224,Spokane County,"Spokane County, WA",47.599425,-117.4118805,2005.0,P80,P,Human Services,HMS,Human Services,Centers to Support the Independence of Specific Populations,3,15,0.0,0.0,0.0,WA
20-2546604,Sedler Ministries,Spokane,99223,Spokane County,"Spokane County, WA",47.5956923967922,-117.35426790565,2006.0,X20,X,Religion-Related,REL,Religion,Christianity,3,16,0.0,0.0,0.0,WA
20-2718793,Washington State University,Colville,99114,Stevens County,"Stevens County, WA",48.5366182714237,-117.905676833226,2014.0,O52,O,Youth Development,HMS,Human Services,Youth Development - Agricultural,3,15,0.0,0.0,0.0,WA
20-2744962,Active4Youth,Spokane,99223,Spokane County,"Spokane County, WA",47.611377,-117.359928,2005.0,P30,P,Human Services,HMS,Human Services,"Children's, Youth Services",3,15,138565.0,174181.0,105509.0,WA
20-2796214,Victory Baptist Church Of Rice Washington,Rice,99167,Stevens County,"Stevens County, WA",48.4253906025449,-118.169990023342,1964.0,UNDEFINED,U,Science & Technology,UNU,Unclassified,UNDEFINED,3,10,,,,WA
20-2823241,Catholic Charities Foundation,Spokane,99202,Spokane County,"Spokane County, WA",47.651292,-117.4107105,2005.0,P20,P,Human Services,HMS,Human Services,Human Service Organizations,3,15,318166.0,975260.0,4524369.0,WA
20-2896799,New Life Fellowship Of Suncrest,Nine Mile Fls,99026,Stevens County,"Stevens County, WA",47.8078284657222,-117.565760170321,2006.0,X20,X,Religion-Related,REL,Religion,Christianity,3,10,,,,WA
20-2926796,Spokane Interstate Livestock Boosters,Spokane Vly,99211,Spokane County,"Spokane County, WA",47.6760200000001,-117.32252,2006.0,J22,J,Employment,HMS,Human Services,Job Training,3,16,230214.0,230214.0,22053.0,WA
20-2944820,Hillyard Heritage Museum Society,Spokane,99207,Spokane County,"Spokane County, WA",47.69019,-117.405855,2006.0,A54,A,"Arts, Culture & Humanities",ART,Arts & Culture,History Museums,3,15,0.0,0.0,0.0,WA
20-2975404,Veterans Community Response,Veradale,99037,Spokane County,"Spokane County, WA",47.654901,-117.185841,2007.0,M20,M,Public Safety & Disaster Relief,HMS,Human Services,Disaster Preparedness and Relief Services,3,15,0.0,0.0,0.0,WA
20-2976912,Reach For The Future,Spokane,99203,Spokane County,"Spokane County, WA",47.625984,-117.3981915,2005.0,O50,O,Youth Development,HMS,Human Services,Youth Development Programs,3,15,0.0,0.0,0.0,WA
20-3061714,Spokane Angel Alliance,Spokane,99201,Spokane County,"Spokane County, WA",47.658168,-117.4205025,2007.0,S41,S,Community Improvement,PSB,Public & Societal Benefit,Chambers of Commerce & Business Leagues,6,0,86693.0,86693.0,79669.0,WA
20-3141159,Toastmasters International,Pullman,99163,Whitman County,"Whitman County, WA",46.739840059409,-117.184093826534,1945.0,UNDEFINED,U,Science & Technology,UNU,Unclassified,UNDEFINED,3,16,0.0,0.0,0.0,WA
20-3156367,Slow Food Usa,Rice,99167,Stevens County,"Stevens County, WA",48.4536421474976,-118.167332973396,2004.0,K40,K,"Food, Agriculture & Nutrition",HMS,Human Services,Nutrition,3,15,0.0,0.0,0.0,WA
20-3292606,Spokane Pride,Spokane,99202,Spokane County,"Spokane County, WA",47.657349,-117.400176,2015.0,A20,A,"Arts, Culture & Humanities",ART,Arts & Culture,"Arts, Cultural Organizations - Multipurpose",3,15,284055.0,298011.0,117247.0,WA
20-3316664,North Spokane Homeschool Co-Op,Spokane,99218,Spokane County,"Spokane County, WA",47.739360021323,-117.415141179266,2007.0,N50,N,Recreation & Sports,HMS,Human Services,Recreational l Clubs,7,0,0.0,0.0,0.0,WA
20-3341397,Western Skylight Foundation,Spokane,99218,Spokane County,"Spokane County, WA",47.7675333770296,-117.405031718088,2006.0,X20,X,Religion-Related,REL,Religion,Christianity,3,15,0.0,0.0,0.0,WA
20-3491992,Summit School Pac,Spokane Vly,99216,Spokane County,"Spokane County, WA",47.6643734807545,-117.2253015,2017.0,B11,B,Education,EDU,Education,Single Organization Support,3,16,75669.0,75669.0,101599.0,WA
20-3513824,Inland Empire Bonsai Society,Spokane,99203,Spokane County,"Spokane County, WA",47.626569,-117.4111515,2006.0,B99,B,Education,EDU,Education,Education N.E.C.,3,15,0.0,0.0,0.0,WA
20-3573326,Fellowship Baptist Church,Cheney,99004,Spokane County,"Spokane County, WA",47.507022,-117.584541,1964.0,UNDEFINED,U,Science & Technology,UNU,Unclassified,UNDEFINED,3,10,,,,WA
20-3600522,Ram Booster Club,Deer Park,99006,Spokane County,"Spokane County, WA",47.893698,-117.4276305,2019.0,N12,N,Recreation & Sports,HMS,Human Services,Fund Raising and Fund Distribution,3,15,0.0,0.0,0.0,WA
20-3645160,Inland Northwest Trails,Spokane,99203,Spokane County,"Spokane County, WA",47.625984,-117.3981915,2007.0,N32,N,Recreation & Sports,HMS,Human Services,Parks and Playgrounds,3,15,0.0,0.0,0.0,WA
20-3649276,Ascenda,Spokane,99224,Spokane County,"Spokane County, WA",47.648205,-117.4563225,2006.0,F22,F,Mental Health & Crisis Intervention,HEL,Health,"Alcohol, Drug Abuse, Treatment Only",3,15,118570.0,118570.0,55963.0,WA
20-3649277,Cheney Education Association,Cheney,99004,Spokane County,"Spokane County, WA",47.5038240268817,-117.575598295699,2014.0,J40,J,Employment,HMS,Human Services,Labor Unions,5,0,112052.0,112052.0,12673.0,WA
20-3713429,Friends Of The Odessa Pool,Odessa,99159,Lincoln County,"Lincoln County, WA",47.32776,-118.7157195,2008.0,N30,N,Recreation & Sports,HMS,Human Services,Physical Fitness and Community Recreational Facilities,3,15,0.0,0.0,0.0,WA
20-3760987,Heritage Network,Colville,99114,Stevens County,"Stevens County, WA",48.492684,-117.86823,2006.0,A54,A,"Arts, Culture & Humanities",ART,Arts & Culture,History Museums,3,15,0.0,0.0,0.0,WA
20-3803873,John Ochs Memorial Foundation,Colville,99114,Stevens County,"Stevens County, WA",48.5437244779272,-117.893936514571,2016.0,T50,T,Philanthropy & Grantmaking,PSB,Public & Societal Benefit,"Philanthropy, Charity, Voluntarism Promotion",3,16,0.0,0.0,0.0,WA
20-3996189,49 Degrees North Winter Sportsfoundation,Chewelah,99109,Stevens County,"Stevens County, WA",48.27609,-117.704601,2006.0,N68,N,Recreation & Sports,HMS,Human Services,Winter Sports,3,16,0.0,0.0,0.0,WA
20-4040980,Serve Spokane,Spokane,99208,Spokane County,"Spokane County, WA",47.7330077463212,-117.411432522533,2007.0,T30,T,Philanthropy & Grantmaking,PSB,Public & Societal Benefit,Public Foundations,3,15,2186455.0,2186455.0,116293.0,WA
20-4087035,West Valley Education Associationof Spokane,Spokane Vly,99211,Spokane County,"Spokane County, WA",47.6760200000001,-117.32252,2015.0,J40,J,Employment,HMS,Human Services,Labor Unions,5,0,0.0,0.0,0.0,WA
20-4377366,Centennial Middle School Pto,Spokane Vly,99212,Spokane County,"Spokane County, WA",47.6655662092735,-117.298998812914,2006.0,B11,B,Education,EDU,Education,Single Organization Support,3,16,0.0,0.0,0.0,WA
20-4401908,Cheney High School Alumni Association,Colbert,99005,Spokane County,"Spokane County, WA",47.8114892054442,-117.401722234188,2006.0,B84,B,Education,EDU,Education,Alumni Associations,3,15,0.0,0.0,0.0,WA
20-4418011,Jerry Mastas Racing Sponsor-A-Youthprogram,Colville,99114,Stevens County,"Stevens County, WA",48.4026773647352,-117.990295888713,2006.0,N99,N,Recreation & Sports,HMS,Human Services,Recreation& Sports N.E.C.,3,16,0.0,0.0,0.0,WA
20-4495284,Bloom Foundation,Spokane,99201,Spokane County,"Spokane County, WA",47.658204,-117.4190805,2006.0,T22,T,Philanthropy & Grantmaking,PSB,Public & Societal Benefit,Private Independent Foundations,3,4,,96017.0,392614.0,WA
20-4537269,Washington State University,Spokane,99202,Spokane County,"Spokane County, WA",47.659906645017,-117.346920748601,2014.0,O52,O,Youth Development,HMS,Human Services,Youth Development - Agricultural,3,15,0.0,0.0,0.0,WA
20-4564639,Maws And Paws Booster Club,Newport,99156,Pend Oreille County,"Pend Oreille County, WA",48.15954,-117.165438,2016.0,B12,B,Education,EDU,Education,Fund Raising and/or Fund Distribution,3,16,0.0,0.0,0.0,WA
20-4723348,Peak 7 Adventures,Mead,99021,Spokane County,"Spokane County, WA",47.795508,-117.3062295,2006.0,X21,X,Religion-Related,REL,Religion,Protestant,3,15,526267.0,598982.0,441655.0,WA
20-4777579,Open Heart Chapel,Spokane,99205,Spokane County,"Spokane County, WA",47.696202,-117.4260645,2014.0,X21,X,Religion-Related,REL,Religion,Protestant,3,10,,,,WA
20-4838614,Colfax Arts Council,Colfax,99111,Whitman County,"Whitman County, WA",46.8751637901496,-117.355488787753,2017.0,A26,A,"Arts, Culture & Humanities",ART,Arts & Culture,Arts Council/Agency,3,15,0.0,0.0,0.0,WA
20-4916406,Itron Employee Emergency Foundation,Liberty Lake,99019,Spokane County,"Spokane County, WA",47.6753723546945,-117.089697486698,2008.0,M12,M,Public Safety & Disaster Relief,HMS,Human Services,Fund Raising and Fund Distribution,3,15,97686.0,97686.0,633696.0,WA
20-4957197,Ecco Senior Housing Association,Spokane,99201,Spokane County,"Spokane County, WA",47.658204,-117.4190805,2006.0,L21,L,Housing & Shelter,HMS,Human Services,Low-Income & Subsidized Rental Housing,3,15,205543.0,205543.0,1924126.0,WA
20-4994743,Lincoln County Economic Developmentcouncil,Davenport,99122,Lincoln County,"Lincoln County, WA",47.733804,-118.190781,2008.0,S30,S,Community Improvement,PSB,Public & Societal Benefit,Economic Development,3,16,154537.0,154537.0,513393.0,WA
20-5014891,Madison Elementary Parent Teacherassociation,Spokane,99205,Spokane County,"Spokane County, WA",47.708559,-117.4161915,2006.0,B94,B,Education,EDU,Education,Parent/Teacher Group,3,16,0.0,0.0,0.0,WA
20-5037138,St Patricks Colfax Foundation,Colfax,99111,Whitman County,"Whitman County, WA",46.8666025144086,-117.499026645818,2007.0,X22,X,Religion-Related,REL,Religion,Roman Catholic,3,15,0.0,0.0,0.0,WA
20-5114843,Edmund W & Darlene L Braune Familyfoundation,Davenport,99122,Lincoln County,"Lincoln County, WA",47.733804,-118.190781,2014.0,T20,T,Philanthropy & Grantmaking,PSB,Public & Societal Benefit,Private Grantmaking Foundations,3,4,,147765.0,417785.0,WA
20-5163305,Spokane Public Schools Foundation,Spokane,99210,Spokane County,"Spokane County, WA",47.657997,-117.4253985,2008.0,B90,B,Education,EDU,Education,Educational Services and Schools - Other,3,15,75937.0,79714.0,298517.0,WA
20-5167429,Shadle Park High School Boosterclub,Spokane,99205,Spokane County,"Spokane County, WA",47.698794,-117.437148,2007.0,B11,B,Education,EDU,Education,Single Organization Support,3,16,122861.0,156076.0,60545.0,WA
20-5333975,Northport First Baptist Church Fellowship,Northport,99157,Stevens County,"Stevens County, WA",48.90105,-117.8032815,1964.0,UNDEFINED,U,Science & Technology,UNU,Unclassified,UNDEFINED,3,10,,,,WA
